ID,ID COLLEZIONISTA,Nazione,Città,Collezionista,Luogo,# inv.,da,a,Modalità di Acquisizione,Nazione 2,Città 2,Venditore,Nome,Note,Archivio,Segnatura,Documento
GB 009,480.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839 (?),1866,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 010,481.0,Italia,Pompei,Gioacchino Murat,Scavi di Pompei,Missing Value,1813,1815,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 010,482.0,Italia,Pompei,Ferdinando I di Borbone,Scavi di Pompei,Missing Value,1815,1825,Successione,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 010,483.0,Italia,Pompei,Francesco I di Borbone,Scavi di Pompei,Missing Value,1825,post 1829,Successione,Missing Value,Missing Value,Missing Value,Missing Value,"All'incirca nel 1829 il reperto era ancora a Pompei, come visibilmente testimoniato da uno schizzo che William Gell tracciò sul posto in un suo taccuino",Los Angeles GRI SC,"Halsted B. Vander Poel Campanian collection, ca. 1570-1997, 2002.M.16 (bx.425)","[William] Gell, [Sketchbook of Pompeii], [1829], c. 24r"
GB 010,484.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,post 1829,1839,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 010,485.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 011,486.0,Francia (?),Parigi (?),"Anne-Claude-Philippe de Tubières, de Grimoard, de Pestels, de Lévis, conte di Caylus (?)",Missing Value,Missing Value,ante 1765 (?),1765 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 011,487.0,?,?,?,?,Missing Value,1765 (?),1860,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nessun dato collezionistico è disponibile per questo lasso di tempo  ,Missing Value,Missing Value,Missing Value
GB 011,488.0,Italia,Napoli,Alessandro  Castellani,"via Chiatamone, 5",Missing Value,post 1860,1873,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 012,489.0,Italia,Napoli,William Hamilton,"Palazzo Sessa - vico Santa Maria a Cappella Vecchia, 31",Missing Value,post 1764,1772,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Probabilmente appartenuta alla collezione di William Hamilton, forse precedentemente registrata ne The British Museum come # inv. 1772,0310.50",Missing Value,Missing Value,Missing Value
GB 013,490.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1822 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 013,491.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 013,492.0,Inghilterra,Londra,William Richard Hamilton,Missing Value,Missing Value,1822-1825,1859,Dono,Missing Value,Missing Value,Missing Value,Missing Value,William Richard Hamilton fu Envoy Extraordinary and Minister Plenipotentiary della maestà britannica presso il Regno delle Due Sicile dal 1822 al 1825,Missing Value,Missing Value,Missing Value
GB 013,493.0,?,?,?,?,Missing Value,1859,1891,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nessun dato collezionistico è disponibile per questo lasso di tempo  ,Missing Value,Missing Value,Missing Value
GB 013,494.0,Inghilterra,Enstone,"Harold Arthur Lee-Dillon, XVII visconte Dillon",Ditchley Park,Missing Value,post 1891,1932,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 013,495.0,Inghilterra,Londra,Marion Whiteford Acworth,Missing Value,Missing Value,post 1932,1946,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nome da nubile Marion Whiteford Stevenson,Missing Value,Missing Value,Missing Value
GB 014,496.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1822 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 014,497.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 014,498.0,Inghilterra,Londra,William Richard Hamilton,Missing Value,Missing Value,1822-1825,1859,Dono,Missing Value,Missing Value,Missing Value,Missing Value,William Richard Hamilton fu Envoy Extraordinary and Minister Plenipotentiary della maestà britannica presso il Regno delle Due Sicile dal 1822 al 1825,Missing Value,Missing Value,Missing Value
GB 014,499.0,?,?,?,?,Missing Value,1859,1891,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nessun dato collezionistico è disponibile per questo lasso di tempo  ,Missing Value,Missing Value,Missing Value
GB 014,500.0,Inghilterra,Enstone,"Harold Arthur Lee-Dillon, XVII visconte Dillon",Ditchley Park,Missing Value,post 1891,1932,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 014,501.0,Inghilterra,Londra,Marion Whiteford Acworth,Missing Value,Missing Value,post 1932,1946,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nome da nubile Marion Whiteford Stevenson,Missing Value,Missing Value,Missing Value
GB 015,502.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1822 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 015,503.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 015,504.0,Inghilterra,Londra,William Richard Hamilton,Missing Value,Missing Value,1822-1825,1859,Dono,Missing Value,Missing Value,Missing Value,Missing Value,William Richard Hamilton fu Envoy Extraordinary and Minister Plenipotentiary della maestà britannica presso il Regno delle Due Sicile dal 1822 al 1825,Missing Value,Missing Value,Missing Value
GB 015,505.0,?,?,?,?,Missing Value,1859,1891,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nessun dato collezionistico è disponibile per questo lasso di tempo  ,Missing Value,Missing Value,Missing Value
GB 015,506.0,Inghilterra,Enstone,"Harold Arthur Lee-Dillon, XVII visconte Dillon",Ditchley Park,Missing Value,post 1891,1932,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 015,507.0,Inghilterra,Londra,Marion Whiteford Acworth,Missing Value,Missing Value,post 1932,1946,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nome da nubile Marion Whiteford Stevenson,Missing Value,Missing Value,Missing Value
GB 016,508.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1822 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 016,509.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 016,510.0,Inghilterra,Londra,William Richard Hamilton,Missing Value,Missing Value,1822-1825,1859,Dono,Missing Value,Missing Value,Missing Value,Missing Value,William Richard Hamilton fu Envoy Extraordinary and Minister Plenipotentiary della maestà britannica presso il Regno delle Due Sicile dal 1822 al 1825,Missing Value,Missing Value,Missing Value
GB 016,511.0,?,?,?,?,Missing Value,1859,1891,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nessun dato collezionistico è disponibile per questo lasso di tempo  ,Missing Value,Missing Value,Missing Value
GB 016,512.0,Inghilterra,Enstone,"Harold Arthur Lee-Dillon, XVII visconte Dillon",Ditchley Park,Missing Value,post 1891,1932,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 016,513.0,Inghilterra,Londra,Marion Whiteford Acworth,Missing Value,Missing Value,post 1932,1946,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nome da nubile Marion Whiteford Stevenson,Missing Value,Missing Value,Missing Value
GB 017,514.0,Italia,Napoli,Ferdinando I di Borbone (?),Missing Value,Missing Value,ante 1822 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 017,515.0,Italia,Napoli,Francesco I di Borbone (?),Missing Value,Missing Value,1825 (?),1825 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 017,516.0,Inghilterra,Londra,William Richard Hamilton,Missing Value,Missing Value,1822-1825,1859,Dono,Missing Value,Missing Value,Missing Value,Missing Value,William Richard Hamilton fu Envoy Extraordinary and Minister Plenipotentiary della maestà britannica presso il Regno delle Due Sicile dal 1822 al 1825,Missing Value,Missing Value,Missing Value
GB 017,517.0,?,?,?,?,Missing Value,1859,1891,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nessun dato collezionistico è disponibile per questo lasso di tempo  ,Missing Value,Missing Value,Missing Value
GB 017,518.0,Inghilterra,Enstone,"Harold Arthur Lee-Dillon, XVII visconte Dillon",Ditchley Park,Missing Value,post 1891,1932,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 017,519.0,Inghilterra,Londra,Marion Whiteford Acworth,Missing Value,Missing Value,post 1932,1946,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Nome da nubile Marion Whiteford Stevenson,Missing Value,Missing Value,Missing Value
GB 018,520.0,Inghilterra,Butterton,Mary Swinnerton,Missing Value,Missing Value,1818,1820,Furto,Missing Value,Missing Value,Missing Value,Missing Value,"Figlia di Thomas Swinnerton, un cliente di John Soane",Missing Value,Missing Value,Missing Value
GB 018,521.0,Inghilterra,London,John Soane,"12-14, Lincoln's Inn Fields",Missing Value,1820,1837,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Donato da Mary Swinnerton nel luglio 1820,Londra TPSA,Missing Value,"Inventory of the… Works of Art in Sir John Soane’s Museum, AB, 1837, p. 10"
GB 019,522.0,Italia,Napoli,Carolina Bonaparte,Scavi di Pompei,Missing Value,1815,1815,Scavo,Missing Value,Missing Value,Missing Value,Missing Value,"Presentata sul posto l'11 aprile 1815 da Carolina Bonaparte a John Russell, VI duca di Bedford, divenendo successivamente proprietà della famiglia Russell ",Missing Value,Missing Value,Missing Value
GB 020,523.0,Francia (?),Parigi (?),Pierre-Louis-Jean-Casimir de Blacas d'Aulps (?),Missing Value,Missing Value,ante 1839 (?),1839 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 020,524.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839 (?),1866,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 021,525.0,Italia,Napoli,Francesco I di Borbone,Real Museo Borbonico,Arditi 3827,1825,1826,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Inviato al Palazzo Reale di Napoli il 31 gennaio 1826 per ordine reale, al fine di essere donato a Pierre-Louis-Jean-Casimir de Blacas d'Aulps",Napoli ASMANN,"III C5, 8",Missing Value
GB 021,526.0,Francia,Parigi,Pierre-Louis-Jean-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1826,1839,Dono,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 021,527.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839,1866,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 022,528.0,Francia (?),Parigi (?),Pierre-Louis-Jean-Casimir de Blacas d'Aulps (?),Missing Value,Missing Value,ante 1839 (?),1839 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 022,529.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839 (?),1866,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 023,530.0,Francia (?),Parigi (?),Pierre-Louis-Jean-Casimir de Blacas d'Aulps (?),Missing Value,Missing Value,ante 1839 (?),1839 (?),Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value
GB 023,531.0,Francia,Parigi,Louis-Charles-Pierre-Casimir de Blacas d'Aulps,Missing Value,Missing Value,1839 (?),1866,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Dopo che il governo francese non riuscì ad acquistarlo, il reperto fu venduto (assieme all'intera collezione) dagli eredi di Louis-Charles-Pierre-Casimir de Blacas d'Aulps a Charles Thomas Newton – emissario de The British Museum – il 25 novembre 1866",Missing Value,Missing Value,Missing Value
GB 024,532.0,Inghilterra,Oxford,Charles Giles Bridle Daubeny,Missing Value,Missing Value,1824,1824,Furto,Missing Value,Missing Value,Missing Value,Missing Value,"Frammento acquisito durante il viaggio in Italia di Charles Giles Bridle Daubeny nel 1824, visitando l'area vesuviana",Missing Value,Missing Value,Missing Value
GB 025,533.0,Inghilterra,Oxford,William Buckland,Missing Value,Missing Value,1826,1827,Furto,Missing Value,Missing Value,Missing Value,Missing Value,"Frammenti acquisiti durante il viaggio in Italia di William Buckland nel 1826, visitando l'area vesuviana",Missing Value,Missing Value,Missing Value
GB 026,534.0,Inghilterra,Ince Blundell,Henry Blundell,Ince Blundell Hall,Missing Value,1777 (?),1810,Missing Value,Missing Value,Missing Value,Missing Value,Missing Value,"Verosimilmente Henry Blundell si procurò, in qualche modo, il reperto nel corso del suo soggiorno napoletano dal 17 al 22 marzo 1777",Missing Value,Missing Value,Missing Value
GB 026,535.0,Inghilterra,Ince Blundell,Charles Robert Blundell,Ince Blundell Hall,Missing Value,1810,1837,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,Charles Robert Blundell fu il figlio di Henry Blundell,Missing Value,Missing Value,Missing Value
GB 026,536.0,Inghilterra,Ince Blundell,Thomas Weld,Ince Blundell Hall,Missing Value,1837,1887,Eredità,Missing Value,Missing Value,Missing Value,Missing Value,"Thomas Weld fu il cugino di Charles Robert Blundell, morto senza prole",Missing Value,Missing Value,Missing Value
